,battery_power,bluetooth,weight,memory,n_cores,ram,dual_sim,wifi,pixel_height,pixel_width,price_range
885,730,YES,167,6,7.0,2812,1,0,1096,1155,2.0
886,878,YES,153,31,4.0,3497,0,0,575,618,2.0
887,1059,NO,182,50,8.0,619,1,1,519,1545,0.0
888,1578,NO,200,3,1.0,3483,0,0,342,670,3.0
889,1829,NO,112,36,5.0,1475,0,0,291,563,1.0
890,1132,NO,157,8,1.0,1950,0,1,1091,1293,1.0
891,1652,NO,198,40,7.0,3592,1,0,352,1084,3.0
892,912,NO,107,58,5.0,3573,1,0,165,1723,3.0
893,1181,NO,116,61,2.0,2020,0,0,385,831,1.0
894,1497,YES,92,32,3.0,1329,0,0,1920,1933,2.0
895,1790,YES,100,49,3.0,3568,1,1,396,1980,3.0
896,1742,YES,100,49,1.0,1947,0,1,1134,1469,2.0
897,1549,YES,158,8,5.0,1998,0,0,721,1514,2.0
898,1372,YES,193,34,4.0,725,0,0,687,937,0.0
899,1112,NO,190,12,4.0,3302,0,1,777,1119,3.0
900,1005,NO,133,46,8.0,3884,0,1,176,1556,3.0
901,783,YES,150,27,6.0,1185,1,1,458,1263,0.0
902,1698,NO,105,26,2.0,1656,0,1,485,1819,2.0
903,899,YES,192,53,4.0,2870,0,1,641,1638,2.0
904,1062,NO,151,45,3.0,911,0,0,798,1435,0.0
905,989,YES,166,17,3.0,3892,0,0,256,1394,3.0
906,1983,YES,125,27,1.0,3897,1,1,370,1197,3.0
907,1800,YES,87,53,1.0,656,0,1,191,1108,0.0
908,1254,NO,146,45,3.0,606,0,1,1571,1956,1.0
909,868,NO,83,30,4.0,1653,0,0,276,1026,1.0
910,1205,NO,175,12,4.0,860,1,1,573,614,0.0
911,1284,YES,155,10,2.0,2197,1,1,160,516,1.0
912,626,NO,187,23,2.0,3458,1,1,90,1334,2.0
913,1763,NO,101,53,4.0,2066,1,1,138,806,1.0
914,694,YES,193,36,4.0,3676,1,1,983,1230,3.0
915,1265,NO,90,49,1.0,1518,1,1,275,687,1.0
916,816,YES,198,14,3.0,1018,0,0,149,558,0.0
917,904,NO,168,35,3.0,1360,0,0,42,507,0.0
918,979,NO,164,5,7.0,3449,1,0,793,1670,3.0
919,1531,NO,162,60,6.0,2524,0,0,625,765,2.0
920,934,NO,182,30,8.0,703,1,1,521,1190,0.0
921,1624,YES,200,58,3.0,1251,1,1,1530,1744,1.0
922,874,NO,185,8,1.0,582,0,0,442,1248,0.0
923,1027,YES,102,63,5.0,1732,0,1,152,714,1.0
924,1966,NO,144,48,1.0,1252,1,1,1242,1973,2.0
925,1048,YES,182,29,1.0,2146,0,0,29,1670,1.0
926,1496,YES,126,38,4.0,1927,1,1,501,506,1.0
927,959,YES,155,13,4.0,3328,0,1,87,736,2.0
928,1349,YES,105,55,7.0,2462,1,1,648,1019,2.0
929,1689,YES,168,13,2.0,1172,1,1,521,674,0.0
930,1558,YES,146,27,1.0,3598,0,1,120,1409,3.0
931,582,NO,168,27,3.0,2437,1,1,985,1420,2.0
932,1485,NO,138,44,4.0,3271,0,0,341,774,3.0
933,1991,YES,94,9,3.0,1511,0,0,751,1377,1.0
934,553,NO,119,23,3.0,2981,1,0,993,1517,2.0
935,1231,NO,113,7,1.0,3119,1,0,43,1663,3.0
936,805,NO,88,34,6.0,3647,0,1,1262,1538,3.0
937,764,YES,152,13,8.0,3148,1,0,361,511,2.0
938,894,NO,130,54,3.0,2829,0,1,104,541,2.0
939,1589,NO,84,46,3.0,2373,0,0,618,940,2.0
940,1456,NO,80,39,8.0,3998,1,0,815,1666,3.0
941,743,NO,95,33,2.0,316,1,0,1587,1659,0.0
942,1061,YES,109,52,7.0,999,0,0,138,1330,0.0
943,1428,YES,153,7,4.0,1808,0,0,584,983,1.0
944,674,YES,93,8,3.0,589,1,0,750,772,0.0
945,832,NO,93,46,6.0,3317,0,0,820,1366,3.0
946,1625,YES,107,50,8.0,670,1,0,8,1219,0.0
947,907,NO,151,42,1.0,584,1,0,171,507,0.0
948,1631,NO,166,13,2.0,2173,0,0,960,1735,2.0
949,1584,YES,135,41,4.0,1561,0,1,160,1291,1.0
950,1382,YES,199,13,2.0,2073,0,1,612,719,1.0
951,633,YES,102,46,6.0,1401,0,0,709,1915,1.0
952,1444,YES,104,38,7.0,3764,0,0,624,917,3.0
953,852,YES,147,54,5.0,1275,1,1,538,730,0.0
954,922,YES,157,47,8.0,1464,0,1,1295,1808,1.0
955,1745,NO,159,57,3.0,2885,1,1,1164,1908,3.0
956,862,NO,107,6,8.0,3458,0,1,829,1977,3.0
957,1754,YES,101,52,4.0,3019,1,1,199,1452,3.0
958,1008,NO,109,36,1.0,1083,0,0,825,1972,1.0
959,1569,NO,147,33,1.0,3538,1,1,519,930,3.0
960,1596,NO,149,7,2.0,2493,1,1,169,1190,2.0
961,1807,YES,134,61,6.0,3726,1,0,1734,1968,3.0
962,1660,NO,184,7,1.0,1531,1,0,76,1165,1.0
963,1861,YES,148,55,7.0,601,0,0,1698,1877,1.0
964,648,NO,91,8,5.0,2991,1,1,819,1997,2.0
965,1379,NO,134,19,8.0,3912,1,1,387,671,3.0
966,1910,YES,115,34,2.0,309,0,1,985,1284,0.0
967,1807,NO,155,13,8.0,323,1,1,970,974,0.0
968,1923,NO,191,46,1.0,1489,1,1,767,1759,1.0
969,1345,YES,162,38,3.0,1322,0,0,512,1465,1.0
970,904,NO,102,14,8.0,1846,1,1,56,760,1.0
971,1239,NO,122,52,2.0,417,1,1,590,661,0.0
972,1330,NO,84,52,4.0,3269,0,0,462,1304,3.0
973,516,YES,138,30,1.0,3731,1,0,126,698,2.0
974,672,YES,95,54,4.0,667,1,0,578,1143,0.0
975,892,YES,94,47,1.0,1241,0,1,655,1782,1.0
976,1778,NO,101,23,6.0,3941,0,0,1028,1445,3.0
977,1130,YES,132,58,5.0,1018,0,0,88,1261,0.0
978,1359,NO,86,59,2.0,3142,0,1,1692,1902,3.0
979,1866,YES,89,47,5.0,1444,1,0,358,1782,1.0
980,1597,NO,89,34,1.0,934,0,0,64,1667,0.0
981,1046,YES,100,58,8.0,3863,1,1,259,1040,3.0
982,1035,NO,99,44,3.0,3506,1,0,236,1960,3.0
983,1175,YES,164,19,7.0,1944,0,0,873,1394,1.0
984,1261,YES,90,11,4.0,348,1,1,858,1591,0.0
985,1068,NO,124,51,4.0,550,1,0,1405,1910,0.0
986,1713,NO,104,20,7.0,971,1,0,237,890,0.0
987,1688,NO,170,21,7.0,3984,0,1,650,864,3.0
988,1413,YES,104,45,5.0,2973,1,1,1949,1994,3.0
989,559,YES,82,11,5.0,2019,0,1,541,823,1.0
990,1483,YES,146,19,7.0,1587,1,0,361,1552,1.0
991,860,YES,187,48,7.0,1870,1,0,335,1463,1.0
992,1090,NO,91,27,4.0,1352,1,0,1638,1910,1.0
993,686,YES,91,3,6.0,570,0,0,1109,1392,0.0
994,818,NO,177,43,6.0,546,0,1,111,510,0.0
995,1456,NO,193,49,3.0,3624,1,0,1285,1427,3.0
996,774,NO,188,10,2.0,2944,1,1,1480,1731,2.0
997,1068,NO,197,19,8.0,1209,1,0,322,875,0.0
998,1373,YES,141,29,6.0,2752,1,1,1220,1348,3.0
999,1777,YES,188,20,6.0,3868,0,1,511,616,3.0
1000,594,NO,132,28,5.0,3087,0,1,1011,1263,2.0
1001,1524,NO,124,57,2.0,947,1,1,629,635,0.0
1002,511,YES,175,50,3.0,1484,1,0,140,622,0.0
1003,1402,YES,87,46,7.0,347,1,1,1081,1767,0.0
1004,965,YES,131,53,8.0,3227,0,0,297,653,2.0
1005,1270,YES,104,58,5.0,3299,0,1,1512,1716,3.0
1006,919,NO,159,13,1.0,1028,1,0,275,570,0.0
1007,1963,YES,157,34,2.0,714,0,1,1136,1813,1.0
1008,1977,NO,173,31,8.0,2641,1,0,1145,1356,3.0
1009,1881,NO,158,51,5.0,1229,0,0,477,1553,1.0
1010,683,NO,173,19,4.0,2622,0,1,954,1985,2.0
1011,772,NO,100,6,2.0,929,1,1,741,1471,0.0
1012,536,YES,135,53,3.0,1211,0,1,547,705,0.0
1013,1694,NO,186,53,6.0,1653,0,0,1194,1208,2.0
1014,1633,NO,111,33,2.0,511,1,0,146,906,0.0
1015,1371,NO,167,52,4.0,3034,0,0,471,663,2.0
1016,551,YES,172,54,7.0,1414,0,1,169,1916,0.0
1017,1221,NO,139,28,1.0,2438,0,1,1895,1976,3.0
1018,1000,YES,179,63,8.0,3744,0,1,1537,1761,3.0
1019,1986,NO,162,64,4.0,1377,1,1,236,1520,1.0
1020,1119,NO,164,23,4.0,3520,1,0,821,915,3.0
1021,1699,NO,97,59,4.0,3796,1,1,466,1768,3.0
1022,1099,NO,146,61,3.0,1699,0,1,393,1096,1.0
1023,1576,NO,90,58,3.0,336,0,1,400,631,0.0
1024,950,YES,156,55,5.0,1095,0,0,774,843,0.0
1025,1081,YES,99,49,3.0,325,1,1,284,519,0.0
1026,606,NO,146,53,4.0,1223,0,0,465,1152,0.0
1027,502,NO,199,37,2.0,1649,1,0,705,1810,1.0
1028,957,YES,160,4,2.0,1898,0,0,38,1682,1.0
1029,1658,YES,159,38,5.0,2609,1,0,51,739,2.0
1030,1681,YES,167,18,1.0,2265,1,1,850,1005,2.0
1031,1983,YES,87,43,6.0,2775,1,1,349,676,2.0
1032,1753,NO,113,12,7.0,1445,0,1,387,1595,1.0
1033,1632,YES,132,41,4.0,2614,0,0,706,1623,2.0
1034,1949,YES,145,57,7.0,356,0,0,951,1178,0.0
1035,1696,NO,97,13,3.0,523,0,1,179,772,0.0
1036,688,NO,131,57,7.0,3745,1,0,426,1964,3.0
1037,1104,NO,199,60,2.0,1229,0,1,653,1413,0.0
1038,1122,NO,184,28,3.0,1402,0,0,1578,1963,1.0
1039,504,YES,172,46,5.0,2085,1,0,280,1795,1.0
1040,1154,NO,156,14,7.0,587,0,1,251,1801,0.0
1041,1727,NO,85,63,7.0,2457,0,1,1463,1992,3.0
1042,1674,NO,89,52,3.0,2030,1,0,1432,1649,2.0
1043,1948,NO,135,18,2.0,816,1,0,477,571,0.0
1044,1218,YES,150,39,7.0,1667,1,0,1122,1746,1.0
1045,531,NO,189,63,7.0,2958,0,0,145,1903,2.0
1046,1057,NO,154,5,5.0,3705,0,0,416,1055,3.0
1047,576,NO,162,30,8.0,2800,0,1,847,893,2.0
1048,1960,YES,165,7,7.0,3773,0,1,868,877,3.0
1049,673,YES,88,22,1.0,2050,1,0,594,1088,1.0
1050,718,NO,88,21,1.0,1754,1,1,518,830,1.0
1051,864,NO,103,35,3.0,1904,0,1,663,1805,1.0
1052,547,NO,154,37,5.0,2705,1,0,371,541,1.0
1053,623,YES,102,3,8.0,3537,0,1,1749,1781,3.0
1054,1793,NO,154,27,5.0,1370,1,1,586,722,1.0
1055,1720,YES,137,19,2.0,1222,1,0,409,646,1.0
1056,812,NO,106,64,4.0,3102,1,0,35,1309,2.0
1057,980,YES,160,33,6.0,2268,0,0,1008,1758,2.0
1058,643,NO,187,18,8.0,2648,0,1,442,1079,1.0
1059,1925,NO,175,16,8.0,2173,1,0,983,1087,2.0
1060,1408,YES,151,32,4.0,3162,0,0,875,982,3.0
1061,1522,YES,124,28,1.0,1368,1,1,952,1191,1.0
1062,587,YES,111,51,1.0,2746,0,1,244,1361,2.0
1063,1959,NO,191,18,6.0,619,1,1,65,1055,0.0
1064,1872,NO,89,17,6.0,724,1,1,1749,1767,1.0
1065,1043,YES,111,42,3.0,912,0,0,716,1626,0.0
1066,1809,NO,123,23,6.0,2784,0,1,433,1661,3.0
1067,1703,YES,92,23,6.0,793,0,0,134,521,0.0
1068,1095,YES,197,45,1.0,560,0,0,179,1247,0.0
1069,1414,NO,137,27,4.0,312,0,1,804,1564,0.0
1070,1659,YES,88,41,7.0,545,0,1,787,1515,0.0
1071,1540,NO,197,60,7.0,1591,1,1,704,822,1.0
1072,1342,NO,86,31,7.0,2746,0,0,991,1638,3.0
1073,1189,YES,198,8,3.0,893,0,0,379,932,0.0
1074,518,YES,128,62,6.0,2514,0,1,489,710,1.0
1075,1449,NO,144,10,1.0,1032,1,1,1518,1883,1.0
1076,516,NO,91,39,5.0,819,1,1,855,1401,0.0
1077,1569,NO,111,59,3.0,3672,1,1,1261,1383,3.0
1078,1312,YES,156,24,6.0,3833,1,0,115,1791,3.0
1079,1893,YES,179,23,8.0,1482,1,0,1203,1432,2.0
1080,1076,NO,105,14,5.0,2043,0,0,545,1300,1.0
1081,530,YES,118,40,6.0,1229,0,0,818,1090,0.0
1082,1044,YES,129,33,4.0,1816,1,1,42,1262,1.0
1083,1330,NO,126,37,7.0,2166,0,0,1103,1637,2.0
1084,1836,NO,104,14,5.0,2469,1,1,168,1068,2.0
1085,1741,YES,140,55,5.0,2575,0,1,719,755,2.0
1086,1869,NO,152,30,1.0,1375,0,0,163,874,1.0
1087,1331,NO,146,55,3.0,1732,0,1,1162,1531,1.0
1088,1655,YES,105,4,3.0,673,1,0,626,1348,0.0
1089,605,NO,162,18,2.0,2301,0,0,329,656,1.0
1090,1245,YES,105,30,5.0,2676,0,0,330,1434,2.0
1091,1709,YES,136,58,2.0,1781,0,0,956,1292,2.0
1092,846,YES,123,58,4.0,2248,0,0,1140,1983,2.0
1093,1403,YES,90,62,4.0,921,1,0,217,1623,0.0
1094,688,YES,89,2,3.0,391,0,1,271,869,0.0
1095,775,YES,185,10,7.0,1719,1,1,444,1555,1.0
1096,1154,NO,159,35,5.0,3262,0,0,1003,1827,3.0
1097,1375,NO,194,35,2.0,1947,1,1,227,772,1.0
1098,1827,YES,130,61,7.0,2693,0,1,253,1764,3.0
1099,1697,NO,90,60,4.0,441,0,0,88,1046,0.0
1100,741,NO,178,14,5.0,1886,0,1,334,594,0.0
1101,1672,YES,174,32,1.0,1267,1,0,1281,1896,1.0
1102,514,YES,186,57,3.0,687,0,1,168,1320,0.0
1103,1375,YES,105,12,1.0,2890,1,0,898,1687,3.0
1104,989,YES,124,55,1.0,1737,1,1,46,1069,1.0
1105,1510,YES,138,47,2.0,887,1,0,118,1170,0.0
1106,1266,NO,86,18,7.0,398,0,1,1187,1595,0.0
1107,1396,NO,138,46,7.0,2389,1,1,1191,1347,2.0
1108,808,NO,161,45,1.0,3431,0,1,526,1324,3.0
1109,1542,NO,182,43,2.0,3601,0,0,346,966,3.0
1110,745,YES,102,35,8.0,2459,1,0,89,1538,1.0
1111,1735,YES,148,59,6.0,3230,1,0,137,846,3.0
1112,586,NO,188,57,2.0,3646,1,1,1226,1389,3.0
1113,1341,YES,107,36,8.0,2200,1,0,473,574,1.0
1114,781,YES,88,64,2.0,3862,1,0,368,607,3.0
1115,501,YES,174,22,6.0,3077,1,0,239,1636,2.0
1116,1224,YES,139,44,2.0,621,1,1,622,709,0.0
1117,1970,NO,80,58,8.0,2372,1,0,654,882,2.0
1118,618,YES,138,63,2.0,2574,1,0,853,1781,2.0
1119,1537,NO,158,46,4.0,2857,0,1,686,1305,3.0
1120,1018,NO,153,16,8.0,3143,0,0,992,1433,3.0
1121,1545,NO,173,35,5.0,3197,1,1,115,1352,3.0
1122,1871,NO,144,41,8.0,2727,0,0,275,1966,3.0
1123,1729,YES,186,12,1.0,1519,1,1,461,1178,1.0
1124,680,YES,131,9,3.0,2438,1,0,1428,1500,2.0
1125,1106,YES,107,54,3.0,2674,0,1,614,1212,2.0
1126,635,YES,97,50,5.0,2107,1,0,193,989,1.0
1127,618,NO,143,16,1.0,2262,0,0,1105,1602,2.0
1128,1671,NO,179,5,8.0,815,1,1,398,1263,0.0
1129,1562,YES,105,52,7.0,2829,1,1,480,728,2.0
1130,1975,YES,151,31,1.0,3022,1,1,775,1607,3.0
1131,831,YES,134,62,8.0,2573,0,1,1482,1490,2.0
1132,1524,YES,174,10,4.0,2678,1,1,154,550,2.0
1133,1528,YES,129,55,5.0,1282,1,1,454,1762,1.0
1134,1447,YES,155,9,8.0,568,1,0,737,1455,0.0
1135,1344,NO,190,14,1.0,2074,0,0,419,556,1.0
1136,564,NO,130,8,2.0,2227,1,1,853,1737,1.0
1137,921,NO,83,60,2.0,1080,1,1,1211,1229,0.0
1138,1413,YES,200,10,6.0,2867,0,0,314,1606,2.0
1139,831,NO,86,55,6.0,1075,0,0,172,1239,0.0
1140,802,NO,153,43,5.0,3063,1,0,527,734,2.0
1141,1923,NO,86,24,4.0,2479,0,0,874,1264,2.0
1142,1193,YES,196,56,3.0,2394,0,0,674,864,2.0
1143,904,YES,112,31,3.0,2814,1,0,657,1014,2.0
1144,1285,NO,140,51,7.0,2094,0,0,475,500,1.0
1145,1635,NO,182,2,4.0,2315,1,0,1209,1411,2.0
1146,1923,NO,154,14,4.0,2519,1,1,15,525,2.0
1147,1851,YES,198,12,6.0,735,1,1,293,1967,0.0
1148,727,YES,131,32,7.0,1891,0,1,813,1377,1.0
1149,1396,NO,118,44,6.0,1386,1,1,173,1843,1.0
1150,877,NO,135,46,1.0,3260,1,0,457,652,2.0
1151,696,YES,103,35,3.0,2022,0,1,533,797,1.0
1152,1009,YES,102,2,8.0,1716,1,0,912,1043,1.0
1153,1526,NO,116,38,5.0,3317,1,1,798,1418,3.0
1154,987,NO,192,20,7.0,1454,1,0,412,565,0.0
1155,1414,YES,101,49,4.0,2290,1,0,130,887,1.0
1156,1732,NO,172,61,5.0,3940,0,1,201,656,3.0
1157,1587,YES,148,50,8.0,461,0,1,299,874,0.0
1158,1097,NO,160,21,7.0,2219,0,1,1277,1352,2.0
1159,504,NO,178,40,3.0,470,1,0,626,1195,0.0
1160,1159,NO,80,28,8.0,2495,0,1,378,751,2.0
1161,1910,NO,146,29,7.0,2944,0,1,333,639,2.0
1162,865,NO,159,59,3.0,2361,1,1,805,1804,2.0
1163,1930,YES,186,16,8.0,1783,0,1,1901,1920,2.0
1164,860,YES,170,40,3.0,2832,1,1,1573,1581,2.0
1165,1268,YES,182,42,6.0,931,0,0,360,912,0.0
1166,999,YES,167,27,4.0,1344,1,0,20,745,0.0
1167,622,NO,127,9,2.0,3916,0,1,98,511,2.0
1168,1250,YES,182,44,7.0,1882,0,0,703,1011,1.0
1169,763,YES,104,51,5.0,2865,0,1,273,1278,2.0
1170,1100,YES,112,15,8.0,757,0,1,919,1344,0.0
1171,815,NO,85,51,6.0,3469,1,1,982,1291,3.0
1172,618,YES,88,57,3.0,2399,1,1,879,896,1.0
1173,553,YES,136,18,2.0,3300,1,0,1287,1892,3.0
1174,673,YES,84,3,2.0,2719,1,1,1109,1247,2.0
1175,563,NO,115,47,7.0,3012,1,0,211,684,2.0
1176,1590,NO,187,14,4.0,2836,1,0,1058,1109,3.0
1177,1031,YES,121,11,2.0,2385,1,0,532,1247,2.0
1178,909,YES,97,30,3.0,594,1,1,290,773,0.0
1179,1880,NO,104,7,4.0,2968,0,0,890,1019,3.0
1180,1479,YES,146,24,6.0,3762,1,0,327,645,3.0
1181,1271,NO,161,2,1.0,892,1,0,1260,1788,1.0
1182,709,NO,81,13,8.0,467,0,1,570,1422,0.0
1183,1744,NO,158,62,1.0,345,0,0,621,1558,0.0
1184,1314,YES,116,40,7.0,3033,0,1,328,1858,3.0
1185,1136,NO,150,9,6.0,2110,0,1,1307,1767,2.0
1186,1039,YES,125,56,8.0,3105,0,1,497,618,2.0
1187,1300,YES,156,62,6.0,874,0,0,219,1037,0.0
1188,732,YES,188,39,7.0,3681,1,1,1163,1554,3.0
1189,511,NO,180,52,2.0,3865,1,1,24,759,2.0
1190,1092,YES,167,11,3.0,737,1,0,468,571,0.0
1191,921,YES,170,10,7.0,3153,1,0,1272,1469,3.0
1192,1030,YES,147,37,1.0,2800,0,1,503,551,2.0
1193,1130,NO,101,27,1.0,315,1,0,1495,1579,0.0
1194,1299,NO,187,60,8.0,1412,1,1,1333,1838,1.0
1195,1009,YES,115,2,7.0,2286,1,0,267,1841,2.0
1196,1735,NO,140,34,2.0,2392,1,1,149,876,2.0
1197,1129,YES,185,49,2.0,1857,1,1,1070,1079,1.0
1198,708,NO,116,26,7.0,1419,0,1,206,620,0.0
1199,894,NO,123,58,2.0,3305,0,0,158,747,2.0
1200,530,NO,88,32,6.0,959,0,0,48,1012,0.0
1201,1481,YES,105,35,3.0,2635,1,1,249,522,2.0
1202,1068,NO,194,45,5.0,1754,1,1,935,1499,1.0
1203,1487,NO,84,57,3.0,2563,0,0,140,768,2.0
1204,1524,NO,96,41,4.0,1936,1,1,184,740,1.0
1205,1093,NO,196,22,8.0,1869,1,1,238,807,1.0
1206,1816,YES,186,50,5.0,3637,1,1,800,1089,3.0
1207,627,NO,142,20,3.0,896,0,0,211,507,0.0
1208,989,YES,132,51,3.0,2349,0,1,670,804,1.0
1209,1895,NO,134,5,1.0,774,0,0,725,1335,1.0
1210,805,YES,168,58,3.0,3397,1,0,81,1544,2.0
1211,713,YES,181,2,8.0,485,0,1,1211,1378,0.0
1212,864,NO,148,24,4.0,3964,0,0,1362,1378,3.0
1213,1177,NO,181,11,4.0,1887,0,1,945,1923,1.0
1214,582,NO,107,32,3.0,2977,0,1,1043,1702,2.0
1215,1898,NO,185,56,7.0,2114,1,1,444,739,2.0
1216,1158,NO,123,29,2.0,1542,1,1,311,1796,1.0
1217,1451,YES,181,57,8.0,3038,0,1,812,1456,3.0
1218,1820,YES,163,51,7.0,2481,0,0,202,1884,2.0
1219,984,NO,140,9,3.0,841,1,0,531,707,0.0
1220,580,YES,135,24,4.0,3565,1,1,404,898,2.0
1221,1263,YES,146,5,6.0,1958,0,1,954,1609,2.0
1222,1237,NO,87,27,8.0,2454,0,1,274,603,2.0
1223,514,YES,172,37,1.0,3392,0,1,956,1723,3.0
1224,1515,NO,184,56,3.0,262,0,0,1438,1593,0.0
1225,721,NO,194,6,4.0,530,1,1,1446,1988,0.0
1226,603,YES,126,35,3.0,3703,1,1,692,1057,3.0
1227,1426,YES,109,55,1.0,2562,0,0,777,1032,2.0
1228,1820,YES,161,64,1.0,574,1,0,1157,1951,1.0
1229,1215,NO,130,16,4.0,2632,0,1,454,1473,2.0
1230,697,NO,173,20,2.0,259,1,1,478,1477,0.0
1231,717,YES,198,10,1.0,688,1,0,217,1106,0.0
1232,1348,YES,145,36,6.0,2554,1,0,468,741,2.0
1233,1164,YES,88,61,1.0,3859,1,0,1107,1656,3.0
1234,578,YES,170,62,5.0,2977,0,1,626,1134,2.0
1235,1971,YES,186,40,7.0,571,1,0,485,922,0.0
1236,1794,YES,86,55,7.0,402,1,1,43,627,0.0
1237,1558,YES,114,32,5.0,878,0,1,322,1385,0.0
1238,1597,YES,85,4,1.0,2130,0,0,880,1145,2.0
1239,1240,NO,146,39,2.0,3260,0,1,1511,1756,3.0
1240,1994,YES,88,7,8.0,454,1,0,667,711,0.0
1241,1221,NO,152,35,7.0,2638,0,1,765,1899,2.0
1242,989,YES,156,24,8.0,2819,1,1,614,679,2.0
1243,1180,YES,144,50,4.0,1464,0,1,925,1252,1.0
1244,718,NO,113,59,6.0,1824,0,0,1185,1387,1.0
1245,1670,YES,139,47,8.0,876,1,0,1706,1886,1.0
1246,534,YES,164,21,7.0,2706,0,0,347,1477,2.0
1247,1566,YES,126,20,2.0,659,1,1,1603,1930,1.0
1248,1935,NO,124,29,5.0,455,0,1,806,860,0.0
1249,504,YES,163,54,2.0,2378,1,0,1207,1539,2.0
1250,913,NO,103,41,1.0,2278,1,0,431,1144,1.0
1251,1317,NO,113,43,5.0,3436,1,1,179,613,3.0
1252,917,YES,88,31,6.0,3424,0,0,423,909,3.0
1253,712,NO,99,49,6.0,401,1,1,1131,1743,0.0
1254,1083,NO,126,52,2.0,681,0,1,925,1469,0.0
1255,1039,NO,136,6,6.0,3212,0,1,62,544,2.0
1256,1747,NO,185,13,6.0,3105,0,0,800,873,3.0
1257,1449,YES,105,52,6.0,2036,1,0,211,947,1.0
1258,1872,YES,139,49,7.0,3153,1,0,81,1389,3.0
1259,1796,NO,101,7,4.0,1642,1,1,667,798,1.0
1260,1097,NO,181,60,1.0,509,0,0,405,519,0.0
1261,1562,NO,172,20,8.0,3465,1,0,678,1676,3.0
1262,1433,YES,153,27,7.0,3900,0,1,1619,1651,3.0
1263,740,NO,123,12,1.0,1105,0,1,935,1147,0.0
1264,676,NO,84,39,1.0,2064,0,0,864,1011,1.0
1265,503,YES,131,13,1.0,3117,1,1,1495,1688,3.0
1266,1020,NO,96,7,3.0,1142,0,1,870,1613,1.0
1267,896,NO,111,4,1.0,1060,1,1,1379,1469,1.0
1268,1824,YES,143,19,2.0,2381,0,0,1055,1738,2.0
1269,1512,NO,134,54,3.0,3366,1,1,220,1838,3.0
1270,1053,NO,126,42,6.0,1339,0,1,419,1261,0.0
1271,1944,YES,87,31,4.0,2560,1,0,1111,1362,3.0
1272,1174,NO,91,25,2.0,285,1,1,1097,1461,0.0
1273,627,YES,131,12,7.0,2476,1,0,447,819,1.0
1274,1602,NO,118,46,1.0,1862,0,1,273,1062,1.0
1275,1733,YES,170,6,1.0,3488,1,1,590,997,3.0
1276,586,NO,142,8,8.0,3178,1,1,116,598,2.0
1277,1528,NO,156,37,8.0,733,0,0,306,564,0.0
1278,875,NO,110,23,7.0,756,0,0,300,1316,0.0
1279,1602,NO,170,58,1.0,3622,0,1,1259,1746,3.0
1280,1426,NO,174,12,5.0,1277,0,0,1573,1694,1.0
1281,1370,NO,158,6,6.0,3703,0,0,1392,1783,3.0
1282,609,YES,81,10,6.0,1905,0,1,113,1524,1.0
1283,840,NO,178,15,6.0,2636,1,0,526,1728,2.0
1284,991,NO,158,12,5.0,2014,0,0,1209,1678,2.0
1285,1724,YES,100,9,2.0,3056,0,0,655,828,3.0
1286,584,YES,168,19,3.0,465,0,0,1123,1622,0.0
1287,860,YES,141,49,6.0,3869,1,1,692,979,3.0
1288,1541,YES,165,28,5.0,1108,1,1,796,1052,1.0
1289,615,YES,130,58,5.0,1906,1,0,1021,1958,1.0
1290,912,YES,84,46,4.0,851,1,1,995,1310,0.0
1291,1278,YES,172,60,7.0,3142,0,1,1244,1504,3.0
1292,1365,NO,125,31,4.0,1300,0,1,293,970,0.0
1293,1702,NO,177,36,5.0,1430,0,0,1240,1931,2.0
1294,589,YES,146,59,8.0,362,0,1,759,1858,0.0
1295,1347,NO,95,56,1.0,2456,1,1,398,1528,2.0
1296,1644,NO,137,44,8.0,2360,0,0,358,791,2.0
1297,956,NO,133,42,7.0,3700,1,0,403,1614,3.0
1298,1089,NO,153,2,7.0,2620,1,0,211,1409,2.0
1299,871,NO,178,52,3.0,437,0,0,194,1437,0.0
1300,664,NO,164,6,2.0,3774,0,0,1076,1472,3.0
1301,1874,YES,192,19,2.0,1218,0,0,1238,1418,1.0
1302,1928,NO,162,5,5.0,696,0,1,229,1004,0.0
1303,888,NO,198,33,2.0,3407,1,0,327,1683,3.0
1304,1077,YES,86,58,7.0,3902,1,0,135,1892,3.0
1305,1023,YES,80,30,8.0,2086,1,1,5,1744,1.0
1306,1426,YES,84,42,3.0,1356,0,1,715,1163,1.0
1307,831,NO,177,26,5.0,1704,1,1,511,621,0.0
1308,1496,YES,85,6,3.0,3571,1,1,549,1383,3.0
1309,1433,YES,129,5,5.0,2132,0,1,420,784,1.0
1310,1095,YES,103,44,4.0,3209,1,1,838,1066,3.0
1311,643,YES,156,23,1.0,2096,1,0,314,1400,1.0
1312,1142,YES,198,6,4.0,1273,0,0,739,1766,1.0
1313,730,YES,112,27,5.0,3623,1,0,62,846,2.0
1314,1901,YES,131,41,2.0,368,0,0,3,1662,0.0
1315,1510,NO,135,32,3.0,854,1,1,963,1520,1.0
1316,1924,NO,136,59,6.0,3646,0,1,1438,1923,3.0
1317,1825,NO,157,17,4.0,3130,1,1,1621,1773,3.0
1318,1275,YES,152,5,1.0,3784,1,0,19,501,3.0
1319,987,YES,124,17,7.0,3885,0,0,887,1274,3.0
